user_id,user_type,core_scene,channel,register_date,is_new_user
U100455,新手玩家,攻略查询,社交媒体,2026-06-24,0
U100456,休闲玩家,攻略查询,朋友推荐,2026-08-22,0
U100457,休闲玩家,日常闲聊,搜索引擎,2026-06-03,0
U100458,竞技玩家,上分冲分,社交媒体,2026-09-13,1
U100459,竞技玩家,连败,社交媒体,2026-08-27,0
U100460,休闲玩家,卡关,朋友推荐,2026-07-12,0
U100461,竞技玩家,上分冲分,应用商店,2026-07-02,0
U100462,竞技玩家,开黑组队,社交媒体,2026-09-10,1
U100463,回归玩家,开黑组队,应用商店,2026-09-22,1
U100464,休闲玩家,攻略查询,搜索引擎,2026-06-27,0
U100465,休闲玩家,上分冲分,搜索引擎,2026-09-15,1
U100466,新手玩家,连败,应用商店,2026-07-23,0
U100467,休闲玩家,日常闲聊,朋友推荐,2026-06-30,0
U100468,竞技玩家,日常闲聊,应用商店,2026-07-18,0
U100469,休闲玩家,卡关,搜索引擎,2026-07-02,0
U100470,回归玩家,日常闲聊,朋友推荐,2026-09-01,0
U100471,竞技玩家,连败,应用商店,2026-07-06,0
U100472,竞技玩家,开黑组队,社交媒体,2026-08-02,0
U100473,竞技玩家,上分冲分,应用商店,2026-09-06,0
U100474,回归玩家,日常闲聊,社交媒体,2026-05-31,0
U100475,新手玩家,开黑组队,朋友推荐,2026-06-08,0
U100476,回归玩家,上分冲分,应用商店,2026-07-30,0
U100477,回归玩家,攻略查询,内容平台,2026-07-13,0
U100478,休闲玩家,攻略查询,内容平台,2026-07-07,0
U100479,休闲玩家,开黑组队,应用商店,2026-09-15,1
U100480,回归玩家,开黑组队,内容平台,2026-07-17,0
U100481,回归玩家,开黑组队,应用商店,2026-07-23,0
U100482,回归玩家,上分冲分,搜索引擎,2026-08-02,0
U100483,竞技玩家,日常闲聊,搜索引擎,2026-08-03,0
U100484,休闲玩家,上分冲分,社交媒体,2026-09-07,0
U100485,休闲玩家,开黑组队,应用商店,2026-07-21,0
U100486,回归玩家,攻略查询,搜索引擎,2026-08-13,0
U100487,竞技玩家,攻略查询,搜索引擎,2026-08-25,0
U100488,竞技玩家,日常闲聊,内容平台,2026-07-10,0
U100489,竞技玩家,卡关,社交媒体,2026-06-22,0
U100490,新手玩家,攻略查询,应用商店,2026-06-20,0
U100491,新手玩家,攻略查询,搜索引擎,2026-08-08,0
U100492,回归玩家,日常闲聊,内容平台,2026-06-02,0
U100493,回归玩家,攻略查询,应用商店,2026-07-03,0
U100494,回归玩家,上分冲分,内容平台,2026-09-05,0
U100495,休闲玩家,上分冲分,应用商店,2026-06-11,0
U100496,竞技玩家,日常闲聊,搜索引擎,2026-08-21,0
U100497,回归玩家,连败,内容平台,2026-07-06,0
U100498,竞技玩家,日常闲聊,应用商店,2026-07-16,0
U100499,竞技玩家,上分冲分,应用商店,2026-08-29,0
U100500,回归玩家,连败,社交媒体,2026-06-28,0
U100501,休闲玩家,卡关,社交媒体,2026-07-23,0
U100502,新手玩家,连败,应用商店,2026-07-17,0
U100503,竞技玩家,上分冲分,内容平台,2026-08-26,0
U100504,休闲玩家,日常闲聊,应用商店,2026-08-07,0
U100505,竞技玩家,卡关,应用商店,2026-08-09,0
U100506,新手玩家,连败,社交媒体,2026-09-02,0
U100507,休闲玩家,开黑组队,应用商店,2026-06-13,0
U100508,竞技玩家,日常闲聊,搜索引擎,2026-05-29,0
U100509,竞技玩家,上分冲分,朋友推荐,2026-06-25,0
U100510,休闲玩家,连败,应用商店,2026-07-31,0
U100511,回归玩家,上分冲分,朋友推荐,2026-09-03,0
U100512,竞技玩家,日常闲聊,搜索引擎,2026-08-30,0
U100513,竞技玩家,上分冲分,内容平台,2026-07-17,0
U100514,竞技玩家,卡关,社交媒体,2026-05-31,0
U100515,竞技玩家,日常闲聊,应用商店,2026-06-02,0
U100516,新手玩家,攻略查询,社交媒体,2026-09-02,0
U100517,休闲玩家,上分冲分,应用商店,2026-06-18,0
U100518,竞技玩家,攻略查询,朋友推荐,2026-07-29,0
U100519,竞技玩家,攻略查询,内容平台,2026-09-03,0
U100520,竞技玩家,卡关,朋友推荐,2026-07-15,0
U100521,回归玩家,攻略查询,内容平台,2026-07-05,0
U100522,回归玩家,上分冲分,内容平台,2026-07-24,0
U100523,新手玩家,上分冲分,应用商店,2026-08-17,0
U100524,休闲玩家,卡关,内容平台,2026-07-13,0
U100525,休闲玩家,开黑组队,应用商店,2026-06-11,0
U100526,休闲玩家,卡关,朋友推荐,2026-06-03,0
U100527,竞技玩家,连败,应用商店,2026-08-19,0
U100528,回归玩家,开黑组队,内容平台,2026-08-22,0
U100529,回归玩家,开黑组队,朋友推荐,2026-07-24,0
U100530,竞技玩家,连败,朋友推荐,2026-08-18,0
U100531,竞技玩家,攻略查询,朋友推荐,2026-09-10,1
U100532,休闲玩家,上分冲分,内容平台,2026-05-31,0
U100533,竞技玩家,上分冲分,应用商店,2026-07-02,0
U100534,竞技玩家,连败,朋友推荐,2026-06-17,0
U100535,休闲玩家,开黑组队,应用商店,2026-07-15,0
U100536,竞技玩家,卡关,朋友推荐,2026-08-21,0
U100537,休闲玩家,上分冲分,应用商店,2026-08-07,0
U100538,休闲玩家,日常闲聊,社交媒体,2026-06-28,0
U100539,竞技玩家,连败,内容平台,2026-06-15,0
U100540,竞技玩家,日常闲聊,内容平台,2026-08-04,0
U100541,竞技玩家,日常闲聊,内容平台,2026-06-20,0
U100542,休闲玩家,卡关,应用商店,2026-07-16,0
U100543,回归玩家,日常闲聊,内容平台,2026-07-06,0
U100544,新手玩家,攻略查询,朋友推荐,2026-05-29,0
U100545,竞技玩家,连败,搜索引擎,2026-08-26,0
U100546,竞技玩家,攻略查询,应用商店,2026-08-08,0
U100547,新手玩家,上分冲分,社交媒体,2026-08-04,0
U100548,竞技玩家,攻略查询,社交媒体,2026-06-27,0
U100549,竞技玩家,开黑组队,朋友推荐,2026-06-23,0
U100550,新手玩家,卡关,应用商店,2026-07-13,0
U100551,新手玩家,日常闲聊,应用商店,2026-09-21,1
U100552,休闲玩家,上分冲分,内容平台,2026-07-27,0
U100553,休闲玩家,攻略查询,内容平台,2026-06-27,0
U100554,休闲玩家,开黑组队,应用商店,2026-07-26,0
U100555,休闲玩家,开黑组队,社交媒体,2026-07-19,0
U100556,休闲玩家,开黑组队,应用商店,2026-07-13,0
U100557,竞技玩家,攻略查询,内容平台,2026-07-08,0
U100558,休闲玩家,攻略查询,社交媒体,2026-08-08,0
U100559,休闲玩家,连败,应用商店,2026-08-07,0
U100560,竞技玩家,攻略查询,朋友推荐,2026-06-16,0
U100561,回归玩家,卡关,社交媒体,2026-07-05,0
U100562,休闲玩家,连败,朋友推荐,2026-08-26,0
U100563,休闲玩家,日常闲聊,内容平台,2026-09-12,1
U100564,竞技玩家,开黑组队,应用商店,2026-08-25,0
U100565,竞技玩家,日常闲聊,社交媒体,2026-08-28,0
U100566,竞技玩家,连败,应用商店,2026-08-07,0
U100567,竞技玩家,上分冲分,搜索引擎,2026-07-14,0
U100568,竞技玩家,连败,朋友推荐,2026-07-12,0
U100569,回归玩家,上分冲分,社交媒体,2026-08-15,0
U100570,回归玩家,上分冲分,应用商店,2026-06-12,0
U100571,回归玩家,开黑组队,应用商店,2026-09-14,1
U100572,休闲玩家,开黑组队,朋友推荐,2026-09-22,1
U100573,回归玩家,上分冲分,应用商店,2026-09-14,1
U100574,休闲玩家,卡关,应用商店,2026-07-22,0
U100575,休闲玩家,连败,应用商店,2026-09-03,0
U100576,回归玩家,攻略查询,应用商店,2026-09-02,0
U100577,新手玩家,开黑组队,社交媒体,2026-07-02,0
U100578,回归玩家,上分冲分,应用商店,2026-07-23,0
U100579,回归玩家,上分冲分,应用商店,2026-06-10,0
U100580,休闲玩家,卡关,社交媒体,2026-07-15,0
U100581,竞技玩家,上分冲分,内容平台,2026-08-04,0
U100582,竞技玩家,上分冲分,搜索引擎,2026-07-10,0
U100583,新手玩家,上分冲分,社交媒体,2026-07-18,0
U100584,休闲玩家,卡关,社交媒体,2026-07-17,0
U100585,竞技玩家,上分冲分,搜索引擎,2026-08-14,0
U100586,休闲玩家,开黑组队,社交媒体,2026-08-04,0
U100587,竞技玩家,卡关,内容平台,2026-09-20,1
U100588,休闲玩家,上分冲分,应用商店,2026-05-26,0
U100589,休闲玩家,上分冲分,应用商店,2026-09-18,1
U100590,竞技玩家,连败,社交媒体,2026-09-03,0
U100591,休闲玩家,卡关,社交媒体,2026-05-30,0
U100592,新手玩家,连败,社交媒体,2026-09-03,0
U100593,回归玩家,上分冲分,搜索引擎,2026-07-11,0
U100594,回归玩家,开黑组队,应用商店,2026-07-30,0
U100595,新手玩家,上分冲分,内容平台,2026-07-19,0
U100596,新手玩家,卡关,社交媒体,2026-06-26,0
U100597,休闲玩家,攻略查询,搜索引擎,2026-06-28,0
U100598,回归玩家,上分冲分,社交媒体,2026-09-09,1
U100599,新手玩家,开黑组队,内容平台,2026-06-10,0
U100600,回归玩家,日常闲聊,朋友推荐,2026-08-24,0
U100601,休闲玩家,上分冲分,应用商店,2026-05-30,0
U100602,竞技玩家,开黑组队,应用商店,2026-08-16,0
U100603,竞技玩家,上分冲分,应用商店,2026-07-16,0
U100604,竞技玩家,上分冲分,应用商店,2026-08-23,0
U100605,新手玩家,攻略查询,内容平台,2026-06-03,0
U100606,竞技玩家,开黑组队,搜索引擎,2026-08-06,0
U100607,休闲玩家,上分冲分,应用商店,2026-05-30,0
U100608,回归玩家,开黑组队,应用商店,2026-08-22,0
U100609,休闲玩家,连败,应用商店,2026-06-14,0
U100610,休闲玩家,连败,应用商店,2026-06-09,0
U100611,新手玩家,连败,社交媒体,2026-07-06,0
U100612,新手玩家,卡关,社交媒体,2026-07-29,0
U100613,休闲玩家,上分冲分,搜索引擎,2026-09-15,1
U100614,新手玩家,攻略查询,搜索引擎,2026-06-24,0
U100615,竞技玩家,卡关,社交媒体,2026-06-05,0
U100616,新手玩家,上分冲分,应用商店,2026-07-31,0
U100617,新手玩家,日常闲聊,应用商店,2026-06-11,0
U100618,回归玩家,攻略查询,内容平台,2026-06-02,0
U100619,回归玩家,开黑组队,应用商店,2026-09-07,0
U100620,新手玩家,连败,搜索引擎,2026-09-10,1
U100621,休闲玩家,上分冲分,朋友推荐,2026-08-08,0
U100622,回归玩家,攻略查询,内容平台,2026-08-15,0
U100623,竞技玩家,连败,应用商店,2026-06-16,0
U100624,休闲玩家,上分冲分,朋友推荐,2026-07-21,0
U100625,休闲玩家,日常闲聊,应用商店,2026-07-25,0
U100626,休闲玩家,日常闲聊,社交媒体,2026-06-15,0
U100627,竞技玩家,开黑组队,应用商店,2026-05-27,0
U100628,休闲玩家,卡关,搜索引擎,2026-07-17,0
U100629,竞技玩家,上分冲分,内容平台,2026-08-31,0
U100630,休闲玩家,连败,内容平台,2026-08-19,0
U100631,回归玩家,开黑组队,应用商店,2026-06-11,0
U100632,回归玩家,卡关,朋友推荐,2026-09-21,1
U100633,休闲玩家,卡关,社交媒体,2026-09-18,1
U100634,回归玩家,连败,内容平台,2026-07-24,0
U100635,新手玩家,连败,社交媒体,2026-07-11,0
U100636,回归玩家,上分冲分,朋友推荐,2026-07-24,0
U100637,新手玩家,卡关,应用商店,2026-09-13,1
U100638,休闲玩家,卡关,朋友推荐,2026-06-02,0
U100639,休闲玩家,卡关,应用商店,2026-07-04,0
U100640,竞技玩家,攻略查询,应用商店,2026-06-19,0
U100641,休闲玩家,卡关,社交媒体,2026-09-11,1
U100642,休闲玩家,攻略查询,社交媒体,2026-08-14,0
U100643,竞技玩家,连败,朋友推荐,2026-08-01,0
U100644,休闲玩家,开黑组队,社交媒体,2026-09-16,1
U100645,休闲玩家,上分冲分,内容平台,2026-08-14,0
U100646,回归玩家,连败,社交媒体,2026-09-11,1
U100647,竞技玩家,日常闲聊,社交媒体,2026-06-27,0
U100648,新手玩家,连败,应用商店,2026-06-06,0
U100649,竞技玩家,连败,社交媒体,2026-08-19,0
U100650,竞技玩家,连败,应用商店,2026-07-14,0
U100651,休闲玩家,连败,朋友推荐,2026-06-19,0
U100652,新手玩家,卡关,朋友推荐,2026-09-09,1
U100653,休闲玩家,上分冲分,社交媒体,2026-08-15,0
U100654,休闲玩家,连败,内容平台,2026-08-20,0
U100655,新手玩家,开黑组队,社交媒体,2026-08-27,0
U100656,休闲玩家,开黑组队,内容平台,2026-08-13,0
U100657,休闲玩家,连败,应用商店,2026-06-23,0
U100658,新手玩家,连败,内容平台,2026-06-29,0
U100659,新手玩家,日常闲聊,社交媒体,2026-06-12,0
U100660,新手玩家,上分冲分,应用商店,2026-07-14,0
U100661,回归玩家,日常闲聊,社交媒体,2026-06-25,0
U100662,新手玩家,开黑组队,内容平台,2026-09-01,0
U100663,新手玩家,上分冲分,搜索引擎,2026-09-17,1
U100664,新手玩家,日常闲聊,社交媒体,2026-09-16,1
U100665,竞技玩家,日常闲聊,搜索引擎,2026-07-26,0
U100666,竞技玩家,攻略查询,应用商店,2026-07-15,0
U100667,竞技玩家,上分冲分,朋友推荐,2026-08-27,0
U100668,竞技玩家,上分冲分,朋友推荐,2026-09-07,0
U100669,竞技玩家,上分冲分,社交媒体,2026-08-09,0
U100670,休闲玩家,日常闲聊,应用商店,2026-07-15,0
U100671,休闲玩家,攻略查询,内容平台,2026-09-14,1
U100672,休闲玩家,卡关,朋友推荐,2026-06-11,0
U100673,回归玩家,卡关,应用商店,2026-08-25,0
U100674,新手玩家,连败,应用商店,2026-07-08,0
U100675,休闲玩家,开黑组队,社交媒体,2026-06-18,0
U100676,新手玩家,日常闲聊,社交媒体,2026-09-04,0
U100677,休闲玩家,日常闲聊,内容平台,2026-09-22,1
U100678,竞技玩家,连败,应用商店,2026-08-22,0
U100679,休闲玩家,上分冲分,社交媒体,2026-06-16,0
U100680,回归玩家,卡关,应用商店,2026-09-19,1
U100681,竞技玩家,卡关,应用商店,2026-08-04,0
U100682,回归玩家,连败,应用商店,2026-08-01,0
U100683,竞技玩家,日常闲聊,内容平台,2026-09-10,1
U100684,新手玩家,卡关,应用商店,2026-08-21,0
U100685,休闲玩家,连败,社交媒体,2026-06-25,0
U100686,竞技玩家,攻略查询,内容平台,2026-09-06,0
U100687,回归玩家,卡关,应用商店,2026-06-11,0
U100688,竞技玩家,卡关,社交媒体,2026-07-23,0
U100689,竞技玩家,日常闲聊,内容平台,2026-08-14,0
U100690,新手玩家,上分冲分,应用商店,2026-07-14,0
U100691,竞技玩家,攻略查询,应用商店,2026-06-11,0
U100692,竞技玩家,连败,应用商店,2026-09-15,1
U100693,回归玩家,攻略查询,社交媒体,2026-07-13,0
U100694,休闲玩家,开黑组队,内容平台,2026-07-15,0
U100695,新手玩家,攻略查询,搜索引擎,2026-09-20,1
U100696,新手玩家,卡关,应用商店,2026-06-10,0
U100697,新手玩家,上分冲分,朋友推荐,2026-06-08,0
U100698,竞技玩家,日常闲聊,内容平台,2026-07-30,0
U100699,竞技玩家,卡关,内容平台,2026-09-19,1
U100700,休闲玩家,卡关,内容平台,2026-07-26,0
U100701,回归玩家,连败,朋友推荐,2026-09-16,1
U100702,新手玩家,攻略查询,内容平台,2026-09-14,1
U100703,休闲玩家,开黑组队,应用商店,2026-06-23,0
U100704,竞技玩家,连败,搜索引擎,2026-08-18,0
U100705,竞技玩家,日常闲聊,朋友推荐,2026-08-30,0
U100706,休闲玩家,开黑组队,应用商店,2026-06-10,0
U100707,回归玩家,攻略查询,内容平台,2026-08-31,0
U100708,回归玩家,日常闲聊,朋友推荐,2026-08-18,0
U100709,竞技玩家,攻略查询,应用商店,2026-08-31,0
U100710,休闲玩家,连败,内容平台,2026-09-18,1
U100711,休闲玩家,连败,社交媒体,2026-06-14,0
U100712,休闲玩家,连败,社交媒体,2026-06-13,0
U100713,竞技玩家,卡关,内容平台,2026-08-28,0
U100714,休闲玩家,上分冲分,应用商店,2026-09-08,1
U100715,竞技玩家,上分冲分,朋友推荐,2026-08-28,0
U100716,竞技玩家,开黑组队,应用商店,2026-07-10,0
U100717,回归玩家,卡关,搜索引擎,2026-07-13,0
U100718,竞技玩家,上分冲分,应用商店,2026-09-18,1
U100719,竞技玩家,上分冲分,社交媒体,2026-07-06,0
U100720,竞技玩家,上分冲分,内容平台,2026-09-06,0
U100721,回归玩家,日常闲聊,社交媒体,2026-09-12,1
U100722,休闲玩家,日常闲聊,内容平台,2026-07-22,0
U100723,新手玩家,上分冲分,应用商店,2026-08-22,0
U100724,休闲玩家,连败,社交媒体,2026-09-03,0
U100725,竞技玩家,开黑组队,内容平台,2026-07-31,0
U100726,休闲玩家,连败,应用商店,2026-06-18,0
U100727,回归玩家,上分冲分,社交媒体,2026-09-03,0
U100728,休闲玩家,日常闲聊,内容平台,2026-09-09,1
U100729,休闲玩家,日常闲聊,社交媒体,2026-07-27,0
U100730,新手玩家,攻略查询,朋友推荐,2026-08-31,0
U100731,新手玩家,攻略查询,应用商店,2026-07-24,0
U100732,竞技玩家,上分冲分,社交媒体,2026-08-07,0
U100733,休闲玩家,上分冲分,应用商店,2026-08-14,0
U100734,回归玩家,日常闲聊,社交媒体,2026-07-08,0
U100735,竞技玩家,上分冲分,社交媒体,2026-06-22,0
U100736,休闲玩家,上分冲分,内容平台,2026-07-26,0
U100737,休闲玩家,连败,内容平台,2026-08-09,0
U100738,新手玩家,连败,社交媒体,2026-07-15,0
U100739,回归玩家,卡关,应用商店,2026-08-01,0
U100740,竞技玩家,连败,社交媒体,2026-09-06,0
U100741,休闲玩家,上分冲分,朋友推荐,2026-07-25,0
U100742,新手玩家,连败,朋友推荐,2026-07-23,0
U100743,竞技玩家,上分冲分,应用商店,2026-08-24,0
U100744,竞技玩家,开黑组队,朋友推荐,2026-08-02,0
U100745,新手玩家,日常闲聊,社交媒体,2026-09-12,1
U100746,竞技玩家,卡关,应用商店,2026-09-20,1
U100747,新手玩家,上分冲分,应用商店,2026-06-29,0
U100748,竞技玩家,攻略查询,应用商店,2026-07-09,0
U100749,新手玩家,日常闲聊,社交媒体,2026-09-15,1
U100750,回归玩家,日常闲聊,内容平台,2026-08-28,0
U100751,休闲玩家,日常闲聊,应用商店,2026-09-08,1
U100752,休闲玩家,连败,朋友推荐,2026-08-04,0
U100753,休闲玩家,开黑组队,应用商店,2026-08-21,0
U100754,竞技玩家,连败,内容平台,2026-08-23,0
U100755,竞技玩家,上分冲分,社交媒体,2026-07-23,0
U100756,回归玩家,连败,应用商店,2026-08-04,0
U100757,回归玩家,开黑组队,社交媒体,2026-05-26,0
U100758,休闲玩家,卡关,社交媒体,2026-08-30,0
U100759,回归玩家,卡关,朋友推荐,2026-06-11,0
U100760,竞技玩家,卡关,搜索引擎,2026-07-07,0
U100761,新手玩家,卡关,应用商店,2026-07-05,0
U100762,新手玩家,上分冲分,朋友推荐,2026-07-05,0
U100763,竞技玩家,上分冲分,搜索引擎,2026-08-11,0
U100764,休闲玩家,上分冲分,内容平台,2026-08-22,0
U100765,休闲玩家,连败,社交媒体,2026-06-17,0
U100766,竞技玩家,连败,应用商店,2026-09-04,0
U100767,回归玩家,日常闲聊,搜索引擎,2026-07-20,0
U100768,竞技玩家,日常闲聊,搜索引擎,2026-09-09,1
U100769,休闲玩家,连败,应用商店,2026-06-11,0
U100770,竞技玩家,攻略查询,社交媒体,2026-07-31,0
U100771,竞技玩家,日常闲聊,内容平台,2026-08-05,0
U100772,休闲玩家,日常闲聊,社交媒体,2026-08-27,0
U100773,竞技玩家,连败,朋友推荐,2026-07-01,0
U100774,竞技玩家,连败,内容平台,2026-08-19,0
U100775,回归玩家,攻略查询,应用商店,2026-06-29,0
U100776,新手玩家,上分冲分,应用商店,2026-07-17,0
U100777,休闲玩家,连败,社交媒体,2026-08-01,0
U100778,竞技玩家,连败,内容平台,2026-08-03,0
U100779,休闲玩家,卡关,社交媒体,2026-07-14,0
U100780,新手玩家,日常闲聊,内容平台,2026-08-03,0
U100781,竞技玩家,卡关,朋友推荐,2026-08-12,0
U100782,回归玩家,上分冲分,搜索引擎,2026-06-19,0
U100783,新手玩家,连败,社交媒体,2026-08-11,0
U100784,休闲玩家,开黑组队,社交媒体,2026-06-18,0
U100785,休闲玩家,上分冲分,应用商店,2026-07-16,0
U100786,休闲玩家,上分冲分,内容平台,2026-06-04,0
U100787,休闲玩家,连败,朋友推荐,2026-06-19,0
U100788,回归玩家,上分冲分,应用商店,2026-07-21,0
U100789,休闲玩家,上分冲分,内容平台,2026-07-16,0
U100790,休闲玩家,卡关,搜索引擎,2026-09-10,1
U100791,休闲玩家,上分冲分,社交媒体,2026-07-24,0
U100792,休闲玩家,攻略查询,朋友推荐,2026-08-01,0
U100793,回归玩家,连败,内容平台,2026-08-21,0
U100794,回归玩家,连败,应用商店,2026-09-19,1
U100795,休闲玩家,连败,搜索引擎,2026-05-28,0
U100796,休闲玩家,卡关,朋友推荐,2026-08-05,0
U100797,回归玩家,上分冲分,应用商店,2026-08-21,0
U100798,回归玩家,卡关,社交媒体,2026-08-13,0
U100799,休闲玩家,开黑组队,社交媒体,2026-06-27,0
U100800,竞技玩家,攻略查询,内容平台,2026-09-09,1
U100801,休闲玩家,连败,朋友推荐,2026-08-08,0
U100802,新手玩家,开黑组队,朋友推荐,2026-09-02,0
U100803,休闲玩家,上分冲分,搜索引擎,2026-08-18,0
U100804,新手玩家,卡关,搜索引擎,2026-07-27,0
U100805,休闲玩家,连败,应用商店,2026-08-23,0
U100806,竞技玩家,连败,搜索引擎,2026-07-25,0
U100807,回归玩家,攻略查询,内容平台,2026-06-20,0
U100808,休闲玩家,卡关,搜索引擎,2026-06-16,0
U100809,竞技玩家,连败,社交媒体,2026-06-04,0
U100810,回归玩家,攻略查询,社交媒体,2026-08-06,0
U100811,休闲玩家,上分冲分,应用商店,2026-06-30,0
U100812,新手玩家,卡关,应用商店,2026-07-24,0
U100813,竞技玩家,卡关,朋友推荐,2026-08-19,0
U100814,竞技玩家,开黑组队,搜索引擎,2026-07-20,0
U100815,竞技玩家,日常闲聊,应用商店,2026-06-01,0
U100816,回归玩家,日常闲聊,应用商店,2026-06-06,0
U100817,竞技玩家,攻略查询,社交媒体,2026-09-07,0
U100818,休闲玩家,攻略查询,朋友推荐,2026-06-09,0
U100819,回归玩家,上分冲分,朋友推荐,2026-08-25,0
U100820,休闲玩家,上分冲分,搜索引擎,2026-08-16,0
U100821,新手玩家,日常闲聊,社交媒体,2026-06-05,0
U100822,新手玩家,开黑组队,搜索引擎,2026-09-07,0
U100823,竞技玩家,连败,搜索引擎,2026-07-05,0
U100824,竞技玩家,开黑组队,搜索引擎,2026-09-21,1
U100825,新手玩家,攻略查询,社交媒体,2026-06-11,0
U100826,竞技玩家,连败,应用商店,2026-09-06,0
U100827,竞技玩家,连败,应用商店,2026-06-28,0
U100828,新手玩家,攻略查询,内容平台,2026-06-29,0
U100829,休闲玩家,卡关,应用商店,2026-07-30,0
U100830,新手玩家,卡关,社交媒体,2026-07-08,0
U100831,休闲玩家,连败,应用商店,2026-09-18,1
U100832,竞技玩家,攻略查询,应用商店,2026-09-15,1
U100833,休闲玩家,攻略查询,社交媒体,2026-07-10,0
U100834,休闲玩家,开黑组队,社交媒体,2026-07-16,0
U100835,竞技玩家,上分冲分,应用商店,2026-07-17,0
U100836,休闲玩家,上分冲分,搜索引擎,2026-08-05,0
U100837,休闲玩家,上分冲分,朋友推荐,2026-07-08,0
U100838,新手玩家,日常闲聊,搜索引擎,2026-07-24,0
U100839,新手玩家,上分冲分,应用商店,2026-08-26,0
U100840,休闲玩家,卡关,应用商店,2026-08-15,0
U100841,休闲玩家,日常闲聊,社交媒体,2026-08-21,0
U100842,竞技玩家,卡关,社交媒体,2026-07-07,0
U100843,竞技玩家,卡关,社交媒体,2026-08-30,0
U100844,休闲玩家,卡关,应用商店,2026-07-19,0
U100845,新手玩家,日常闲聊,应用商店,2026-06-01,0
U100846,竞技玩家,上分冲分,应用商店,2026-06-26,0
U100847,新手玩家,连败,社交媒体,2026-07-21,0
U100848,竞技玩家,日常闲聊,内容平台,2026-07-02,0
U100849,新手玩家,上分冲分,朋友推荐,2026-08-28,0
U100850,回归玩家,卡关,朋友推荐,2026-09-12,1
U100851,竞技玩家,上分冲分,社交媒体,2026-09-05,0
U100852,休闲玩家,卡关,应用商店,2026-07-18,0
U100853,竞技玩家,连败,朋友推荐,2026-07-16,0
U100854,竞技玩家,卡关,朋友推荐,2026-07-21,0
U100855,回归玩家,上分冲分,搜索引擎,2026-07-22,0
U100856,回归玩家,卡关,应用商店,2026-08-14,0
U100857,休闲玩家,日常闲聊,社交媒体,2026-06-07,0
U100858,休闲玩家,攻略查询,搜索引擎,2026-07-04,0
U100859,休闲玩家,连败,社交媒体,2026-06-11,0
U100860,竞技玩家,连败,应用商店,2026-07-16,0
U100861,休闲玩家,日常闲聊,应用商店,2026-06-15,0
U100862,回归玩家,上分冲分,社交媒体,2026-06-15,0
U100863,休闲玩家,卡关,朋友推荐,2026-07-17,0
U100864,回归玩家,卡关,搜索引擎,2026-05-26,0
U100865,休闲玩家,连败,搜索引擎,2026-08-20,0
U100866,竞技玩家,日常闲聊,内容平台,2026-08-13,0
U100867,竞技玩家,开黑组队,内容平台,2026-07-16,0
U100868,竞技玩家,开黑组队,社交媒体,2026-09-01,0
U100869,竞技玩家,卡关,社交媒体,2026-07-18,0
U100870,休闲玩家,上分冲分,内容平台,2026-07-29,0
U100871,新手玩家,连败,搜索引擎,2026-06-02,0
U100872,竞技玩家,开黑组队,内容平台,2026-06-13,0
U100873,新手玩家,连败,搜索引擎,2026-05-28,0
U100874,回归玩家,卡关,搜索引擎,2026-07-07,0
U100875,竞技玩家,日常闲聊,应用商店,2026-06-08,0
U100876,回归玩家,上分冲分,应用商店,2026-07-16,0
U100877,回归玩家,卡关,应用商店,2026-06-20,0
U100878,竞技玩家,开黑组队,朋友推荐,2026-08-30,0
U100879,竞技玩家,上分冲分,应用商店,2026-06-26,0
U100880,休闲玩家,连败,内容平台,2026-06-17,0
U100881,竞技玩家,卡关,搜索引擎,2026-07-28,0
U100882,竞技玩家,连败,内容平台,2026-09-21,1
U100883,新手玩家,上分冲分,应用商店,2026-06-22,0
U100884,回归玩家,连败,社交媒体,2026-07-09,0
U100885,新手玩家,连败,搜索引擎,2026-09-06,0
U100886,竞技玩家,卡关,应用商店,2026-08-15,0
U100887,休闲玩家,日常闲聊,内容平台,2026-07-24,0
U100888,竞技玩家,开黑组队,朋友推荐,2026-09-09,1
U100889,休闲玩家,上分冲分,搜索引擎,2026-09-17,1
U100890,休闲玩家,连败,朋友推荐,2026-09-15,1
U100891,竞技玩家,开黑组队,应用商店,2026-07-22,0
U100892,竞技玩家,日常闲聊,搜索引擎,2026-06-29,0
U100893,竞技玩家,上分冲分,社交媒体,2026-09-08,1
U100894,休闲玩家,攻略查询,社交媒体,2026-05-30,0
U100895,休闲玩家,上分冲分,搜索引擎,2026-06-25,0
U100896,竞技玩家,连败,内容平台,2026-07-17,0
U100897,回归玩家,开黑组队,内容平台,2026-06-15,0
U100898,竞技玩家,攻略查询,社交媒体,2026-07-03,0
U100899,竞技玩家,攻略查询,搜索引擎,2026-09-22,1
